,alpha,beta,rho,K,loglike
565,0.05,25,0.4,2,-275.1497072366671
566,0.05,25,0.4,3,-268.9724024769829
567,0.05,25,0.4,4,-265.4475001472153
568,0.05,25,0.4,5,-264.4887237808447
569,0.05,25,0.4,6,-264.0895255913467
570,0.05,25,0.45,2,-272.9316353955634
571,0.05,25,0.45,3,-266.26573018033986
572,0.05,25,0.45,4,-262.60938689275815
573,0.05,25,0.45,5,-261.88060118471975
574,0.05,25,0.45,6,-261.63479862397105
575,0.05,25,0.5,2,-270.77501020534896
576,0.05,25,0.5,3,-263.69074594730085
577,0.05,25,0.5,4,-259.9886835529785
578,0.05,25,0.5,5,-259.607438099178
579,0.05,25,0.5,6,-259.5880189524274
580,0.05,25,0.55,2,-268.6796831895733
581,0.05,25,0.55,3,-261.2523293074184
582,0.05,25,0.55,4,-257.60038055364396
583,0.05,25,0.55,5,-257.7087410723423
584,0.05,25,0.55,6,-258.006724173487
585,0.05,25,0.6000000000000001,2,-266.6457464780059
586,0.05,25,0.6000000000000001,3,-258.95739958732906
587,0.05,25,0.6000000000000001,4,-255.46471723728678
588,0.05,25,0.6000000000000001,5,-256.23891598937
589,0.05,25,0.6000000000000001,6,-256.97125226800716
590,0.05,25,0.65,2,-264.6735477395872
591,0.05,25,0.65,3,-256.81568176696186
592,0.05,25,0.65,4,-253.60920515742842
593,0.05,25,0.65,5,-255.27449177920693
594,0.05,25,0.65,6,-256.59667767618845
595,0.05,25,0.7000000000000001,2,-262.76371268932513
596,0.05,25,0.7000000000000001,3,-254.84102735879262
597,0.05,25,0.7000000000000001,4,-252.07198697224396
598,0.05,25,0.7000000000000001,5,-254.9267111055284
599,0.05,25,0.7000000000000001,6,-257.05405858886655
600,0.05,25,0.75,2,-260.91717721158915
601,0.05,25,0.75,3,-253.05387514620412
602,0.05,25,0.75,4,-250.9078350823233
603,0.05,25,0.75,5,-255.36520084336266
604,0.05,25,0.75,6,-258.6112789298832
605,0.05,25,0.8,2,-259.13523221372276
606,0.05,25,0.8,3,-251.48635105467747
607,0.05,25,0.8,4,-250.20002397871488
608,0.05,25,0.8,5,-256.8672886203798
609,0.05,25,0.8,6,-261.72009435711385
610,0.05,25,0.8500000000000001,2,-257.4195859880665
611,0.05,25,0.8500000000000001,3,-250.1945680812489
612,0.05,25,0.8500000000000001,4,-250.08763099003662
613,0.05,25,0.8500000000000001,5,-259.9369901036882
614,0.05,25,0.8500000000000001,6,-267.23087505617735
615,0.05,25,0.9,2,-255.77245154812925
616,0.05,25,0.9,3,-249.29608152892462
617,0.05,25,0.9,4,-250.84502024526594
618,0.05,25,0.9,5,-265.66583016974903
619,0.05,25,0.9,6,-277.05723329836815
620,0.05,25,0.9500000000000001,2,-254.19667091868553
621,0.05,25,0.9500000000000001,3,-249.14493223150842
622,0.05,25,0.9500000000000001,4,-253.2401471809997
623,0.05,25,0.9500000000000001,5,-277.40753206191937
624,0.05,25,0.9500000000000001,6,-297.31255648830887
625,0.05,25,1.0,2,-252.69589626672965
626,0.05,25,1.0,3,-309.0206812443614
627,0.05,25,1.0,4,-356.25944512898786
628,0.05,25,1.0,5,-871.0432367885139
629,0.05,25,1.0,6,-1324.1878019959643
630,0.05,30,0.0,2,-283.3026191765624
631,0.05,30,0.0,3,-283.3026191765624
632,0.05,30,0.0,4,-283.3026191765624
633,0.05,30,0.0,5,-283.3026191765624
634,0.05,30,0.0,6,-283.3026191765624
635,0.05,30,0.05,2,-281.37459908794733
636,0.05,30,0.05,3,-280.7053287243159
637,0.05,30,0.05,4,-280.2808561427929
638,0.05,30,0.05,5,-280.09881691374704
639,0.05,30,0.05,6,-280.00507072230204
640,0.05,30,0.1,2,-279.5009133786458
641,0.05,30,0.1,3,-278.2120621416639
642,0.05,30,0.1,4,-277.412710131482
643,0.05,30,0.1,5,-277.0951872173272
644,0.05,30,0.1,6,-276.93310916299197
645,0.05,30,0.15000000000000002,2,-277.680396407995
646,0.05,30,0.15000000000000002,3,-275.82144452851617
647,0.05,30,0.15000000000000002,4,-274.6975402844212
648,0.05,30,0.15000000000000002,5,-274.29353404408164
649,0.05,30,0.15000000000000002,6,-274.09004391668753
650,0.05,30,0.2,2,-275.9120920316086
651,0.05,30,0.2,3,-273.5327446429532
652,0.05,30,0.2,4,-272.1359883809402
653,0.05,30,0.2,5,-271.69793718734473
654,0.05,30,0.2,6,-271.48211540141415
655,0.05,30,0.25,2,-274.19523950654616
656,0.05,30,0.25,3,-271.34588287108863
657,0.05,30,0.25,4,-269.73005172972023
658,0.05,30,0.25,5,-269.3150224572163
659,0.05,30,0.25,6,-269.1189109957423
660,0.05,30,0.30000000000000004,2,-272.52926363028183
661,0.05,30,0.30000000000000004,3,-269.2614617719062
662,0.05,30,0.30000000000000004,4,-267.4832112257086
663,0.05,30,0.30000000000000004,5,-267.15437220631384
664,0.05,30,0.30000000000000004,6,-267.0139881115359
665,0.05,30,0.35000000000000003,2,-270.9137686663272
666,0.05,30,0.35000000000000003,3,-267.28082332899174
667,0.05,30,0.35000000000000003,4,-265.4006277805729
668,0.05,30,0.35000000000000003,5,-265.2291245425843
669,0.05,30,0.35000000000000003,6,-265.18578265964715
670,0.05,30,0.4,2,-269.3485358188657
671,0.05,30,0.4,3,-265.4061403047003
672,0.05,30,0.4,4,-263.48942864519563
673,0.05,30,0.4,5,-263.5568385305297
674,0.05,30,0.4,6,-263.65892873773004
675,0.05,30,0.45,2,-267.83352420946375
676,0.05,30,0.45,3,-263.64055418891087
677,0.05,30,0.45,4,-261.7591180894793
678,0.05,30,0.45,5,-262.1607503998192
679,0.05,30,0.45,6,-262.466195121715
680,0.05,30,0.5,2,-266.3688755007192
681,0.05,30,0.5,3,-261.9883808003837
682,0.05,30,0.5,4,-260.22216831072313
683,0.05,30,0.5,5,-261.0716282414474
684,0.05,30,0.5,6,-261.6513841742783
685,0.05,30,0.55,2,-264.9549225253263
686,0.05,30,0.55,3,-260.45541994080054
687,0.05,30,0.55,4,-258.8948838622735
688,0.05,30,0.55,5,-260.33058235564846
689,0.05,30,0.55,6,-261.27379681979806
690,0.05,30,0.6000000000000001,2,-263.59220253982505
691,0.05,30,0.6000000000000001,3,-259.04943477271826
692,0.05,30,0.6000000000000001,4,-257.7987022862228
693,0.05,30,0.6000000000000001,5,-259.9934755048529
694,0.05,30,0.6000000000000001,6,-261.41536940509974
695,0.05,30,0.65,2,-262.2814760652289
696,0.05,30,0.65,3,-257.78092646603193
697,0.05,30,0.65,4,-256.9622313338711
698,0.05,30,0.65,5,-260.1381648009766
699,0.05,30,0.65,6,-262.1926305688795
700,0.05,30,0.7000000000000001,2,-261.0237527543327
701,0.05,30,0.7000000000000001,3,-256.6644625904257
702,0.05,30,0.7000000000000001,4,-256.4246196992724
703,0.05,30,0.7000000000000001,5,-260.87710778694225
704,0.05,30,0.7000000000000001,6,-263.77796608628177
705,0.05,30,0.75,2,-259.8203264213565
706,0.05,30,0.75,3,-255.72114431163337
707,0.05,30,0.75,4,-256.2415657805177
708,0.05,30,0.75,5,-262.3810460183051
709,0.05,30,0.75,6,-266.4404757573562
710,0.05,30,0.8,2,-258.6728224225601
711,0.05,30,0.8,3,-254.98371184261
712,0.05,30,0.8,4,-256.49719872983457
713,0.05,30,0.8,5,-264.9283328243652
714,0.05,30,0.8,6,-270.6330321368732
715,0.05,30,0.8500000000000001,2,-257.5832622262864
716,0.05,30,0.8500000000000001,3,-254.50884921800753
717,0.05,30,0.8500000000000001,4,-257.3313867181263
718,0.05,30,0.8500000000000001,5,-269.0239302498729
719,0.05,30,0.8500000000000001,6,-277.2070342542421
720,0.05,30,0.9,2,-256.55415268732133
721,0.05,30,0.9,3,-254.4146437546296
722,0.05,30,0.9,4,-259.0192274220499
723,0.05,30,0.9,5,-275.76023857253085
724,0.05,30,0.9,6,-288.0770445953634
725,0.05,30,0.9500000000000001,2,-255.58861204562783
726,0.05,30,0.9500000000000001,3,-255.05563297730706
727,0.05,30,0.9500000000000001,4,-262.3293582175039
728,0.05,30,0.9500000000000001,5,-288.4917927052901
729,0.05,30,0.9500000000000001,6,-309.35733030691466
730,0.05,30,1.0,2,-254.69055256962915
731,0.05,30,1.0,3,-314.2117536939147
732,0.05,30,1.0,4,-364.4858484494069
733,0.05,30,1.0,5,-875.5402858934574
734,0.05,30,1.0,6,-1324.1878019959643
735,0.05,35,0.0,2,-279.46637483258945
736,0.05,35,0.0,3,-279.46637483258945
737,0.05,35,0.0,4,-279.46637483258945
738,0.05,35,0.0,5,-279.46637483258945
739,0.05,35,0.0,6,-279.46637483258945
740,0.05,35,0.05,2,-278.0977960426371
741,0.05,35,0.05,3,-277.6471119229176
742,0.05,35,0.05,4,-277.3832062568169
743,0.05,35,0.05,5,-277.305293112593
744,0.05,35,0.05,6,-277.26330011094325
745,0.05,35,0.1,2,-276.77244805453347
746,0.05,35,0.1,3,-275.91219895334797
747,0.05,35,0.1,4,-275.4265422233611
748,0.05,35,0.1,5,-275.31187482220537
749,0.05,35,0.1,6,-275.2503433085958
750,0.05,35,0.15000000000000002,2,-275.48980015222514
751,0.05,35,0.15000000000000002,3,-274.2615709916971
752,0.05,35,0.15000000000000002,4,-273.5977151803818
753,0.05,35,0.15000000000000002,5,-273.4904241306086
754,0.05,35,0.15000000000000002,6,-273.43362664256597
755,0.05,35,0.2,2,-274.2494674450617
756,0.05,35,0.2,3,-272.6956640664289
757,0.05,35,0.2,4,-271.89911277901723
758,0.05,35,0.2,5,-271.84722109925985
759,0.05,35,0.2,6,-271.8218576504457
760,0.05,35,0.25,2,-273.05120586626543
761,0.05,35,0.25,3,-271.2154443241585
762,0.05,35,0.25,4,-270.3342857013006
763,0.05,35,0.25,5,-270.39083930303786
764,0.05,35,0.25,6,-270.42680088083307
765,0.05,35,0.30000000000000004,2,-271.8949097527546
766,0.05,35,0.30000000000000004,3,-269.82245585435396
767,0.05,35,0.30000000000000004,4,-268.90810408354633
768,0.05,35,0.30000000000000004,5,-269.1325946829293
769,0.05,35,0.30000000000000004,6,-269.26394582325435
770,0.05,35,0.35000000000000003,2,-270.7806119167314
771,0.05,35,0.35000000000000003,3,-268.51889216116797
772,0.05,35,0.35000000000000003,4,-267.62697718410516
773,0.05,35,0.35000000000000003,5,-268.08717600174214
774,0.05,35,0.35000000000000003,6,-268.35345181083784
775,0.05,35,0.4,2,-269.7084862405461
776,0.05,35,0.4,3,-267.3076993168283
777,0.05,35,0.4,4,-266.4991588974737
778,0.05,35,0.4,5,-267.2735357252431
779,0.05,35,0.4,6,-267.7214975560433
780,0.05,35,0.45,2,-268.67885295296514
781,0.05,35,0.45,3,-266.19272377572037
782,0.05,35,0.45,4,-265.5351744044024
783,0.05,35,0.45,5,-266.7161675005344
784,0.05,35,0.45,6,-267.4022422840982
785,0.05,35,0.5,2,-267.69218688967834
786,0.05,35,0.5,3,-265.1789262824212
787,0.05,35,0.5,4,-264.74842446316325
788,0.05,35,0.5,5,-266.44697859490213
789,0.05,35,0.5,6,-267.44074513342565
790,0.05,35,0.55,2,-266.7491292194986
791,0.05,35,0.55,3,-264.2726985657985
792,0.05,35,0.55,4,-264.15606112593713
793,0.05,35,0.55,5,-266.5081151424534
794,0.05,35,0.55,6,-267.897447286784
795,0.05,35,0.6000000000000001,2,-265.850503352158
796,0.05,35,0.6000000000000001,3,-263.4823487198175
797,0.05,35,0.6000000000000001,4,-263.78029794985423
798,0.05,35,0.6000000000000001,5,-266.95638498512415
799,0.05,35,0.6000000000000001,6,-268.85532328610526
800,0.05,35,0.65,2,-264.99733606653393
801,0.05,35,0.65,3,-262.8188809974339
802,0.05,35,0.65,4,-263.6504553912885
803,0.05,35,0.65,5,-267.87051025723224
804,0.05,35,0.65,6,-270.4318501513588
805,0.05,35,0.7000000000000001,2,-264.1908853603848
806,0.05,35,0.7000000000000001,3,-262.2973286402615
807,0.05,35,0.7000000000000001,4,-263.80633855162733
808,0.05,35,0.7000000000000001,5,-269.3637426067311
809,0.05,35,0.7000000000000001,6,-272.8002826635742
810,0.05,35,0.75,2,-263.4326772066397
811,0.05,35,0.75,3,-261.9392249187119
812,0.05,35,0.75,4,-264.30425198410524
813,0.05,35,0.75,5,-271.6075546254933
814,0.05,35,0.75,6,-276.23051919461415
815,0.05,35,0.8,2,-262.72455444497166
816,0.05,35,0.8,3,-261.77771192843886
817,0.05,35,0.8,4,-265.22888598034217
818,0.05,35,0.8,5,-274.88097438253976
819,0.05,35,0.8,6,-281.1761681331611
820,0.05,35,0.8500000000000001,2,-262.0687426798912
821,0.05,35,0.8500000000000001,3,-261.8698482887603
822,0.05,35,0.8500000000000001,4,-266.7206293903498
823,0.05,35,0.8500000000000001,5,-279.68958823502334
824,0.05,35,0.8500000000000001,6,-288.4893082590694
825,0.05,35,0.9,2,-261.467940727217
826,0.05,35,0.9,3,-262.3340711690228
827,0.05,35,0.9,4,-269.0550640888372
828,0.05,35,0.9,5,-287.1263754528651
829,0.05,35,0.9,6,-300.08513150170205
830,0.05,35,0.9500000000000001,2,-260.9254476513079
831,0.05,35,0.9500000000000001,3,-263.52524547305967
832,0.05,35,0.9500000000000001,4,-273.00127865629076
833,0.05,35,0.9500000000000001,5,-300.5464090717368
834,0.05,35,0.9500000000000001,6,-322.0784891602285
835,0.05,35,1.0,2,-260.44534633181934
836,0.05,35,1.0,3,-321.70179723353647
837,0.05,35,1.0,4,-373.9804728073892
838,0.05,35,1.0,5,-880.5331360692104
839,0.05,35,1.0,6,-1324.1878019959643
840,0.05,40,0.0,2,-280.6068917378175
841,0.05,40,0.0,3,-280.6068917378175
842,0.05,40,0.0,4,-280.6068917378175
843,0.05,40,0.0,5,-280.6068917378175
844,0.05,40,0.0,6,-280.6068917378175
845,0.05,40,0.05,2,-279.64177475796345
846,0.05,40,0.05,3,-279.348651038999
847,0.05,40,0.05,4,-279.2002861949835
848,0.05,40,0.05,5,-279.19722538620294
849,0.05,40,0.05,6,-279.1924777422445
850,0.05,40,0.1,2,-278.7123086760243
851,0.05,40,0.1,3,-278.1613397253037
852,0.05,40,0.1,4,-277.90170170966445
853,0.05,40,0.1,5,-277.9330707050767
854,0.05,40,0.1,6,-277.9440183355779
855,0.05,40,0.15000000000000002,2,-277.81836639301673
856,0.05,40,0.15000000000000002,3,-277.04572394170003
857,0.05,40,0.15000000000000002,4,-276.7137214668231
858,0.05,40,0.15000000000000002,5,-276.8203158587449
859,0.05,40,0.15000000000000002,6,-276.8694166977133
860,0.05,40,0.2,2,-276.95992922920743
861,0.05,40,0.2,3,-276.00298726206177
862,0.05,40,0.2,4,-275.6398509262037
863,0.05,40,0.2,5,-275.8666496518373
864,0.05,40,0.2,6,-275.9789595558335
865,0.05,40,0.25,2,-276.13708683682734
866,0.05,40,0.25,3,-275.03477124061203
867,0.05,40,0.25,4,-274.68464439597705
868,0.05,40,0.25,5,-275.08190460139065
869,0.05,40,0.25,6,-275.2858187359049
870,0.05,40,0.30000000000000004,2,-275.35003887470407
871,0.05,40,0.30000000000000004,3,-274.14323270374473
872,0.05,40,0.30000000000000004,4,-273.853876971449
873,0.05,40,0.30000000000000004,5,-274.4785267592062
874,0.05,40,0.30000000000000004,6,-274.8067436145088
875,0.05,40,0.35000000000000003,2,-274.59909851778724
876,0.05,40,0.35000000000000003,3,-273.3311231454361
877,0.05,40,0.35000000000000003,4,-273.1547771367604
878,0.05,40,0.35000000000000003,5,-274.0722235706607
879,0.05,40,0.35000000000000003,6,-274.56302630803486
880,0.05,40,0.4,2,-273.8846979587885
881,0.05,40,0.4,3,-272.60189855723803
882,0.05,40,0.4,4,-272.5963431330889
883,0.05,40,0.4,5,-273.8828692967191
884,0.05,40,0.4,6,-274.58186810674954
885,0.05,40,0.45,2,-273.20739615820787
886,0.05,40,0.45,3,-271.95987290365974
887,0.05,40,0.45,4,-272.18977877413136
888,0.05,40,0.45,5,-273.9357947184046
889,0.05,40,0.45,6,-274.8983547748063
890,0.05,40,0.5,2,-272.5678892229129
891,0.05,40,0.5,3,-271.4104368587511
892,0.05,40,0.5,4,-271.94910552173957
893,0.05,40,0.5,5,-274.2636699161252
894,0.05,40,0.5,6,-275.5583878985399
895,0.05,40,0.55,2,-271.96702395615864
896,0.05,40,0.55,3,-270.96037864106324
897,0.05,40,0.55,4,-271.8920448497018
898,0.05,40,0.55,5,-274.9093383103651
899,0.05,40,0.55,6,-276.62317715105866
900,0.05,40,0.6000000000000001,2,-271.4058153441681
901,0.05,40,0.6000000000000001,3,-270.61837296377695
902,0.05,40,0.6000000000000001,4,-272.04133416021114
903,0.05,40,0.6000000000000001,5,-275.9302470204264
904,0.05,40,0.6000000000000001,6,-278.1764002471626
905,0.05,40,0.65,2,-270.88546905781
906,0.05,40,0.65,3,-270.3957639200516
907,0.05,40,0.65,4,-272.4267770985612
908,0.05,40,0.65,5,-277.405705907023
909,0.05,40,0.65,6,-280.336179465687
910,0.05,40,0.7000000000000001,2,-270.40741050271606
911,0.05,40,0.7000000000000001,3,-270.30790050234776
912,0.05,40,0.7000000000000001,4,-273.08862556143254
913,0.05,40,0.7000000000000001,5,-279.44950836677583
914,0.05,40,0.7000000000000001,6,-283.27636330614246
915,0.05,40,0.75,2,-269.9733226292741
916,0.05,40,0.75,3,-270.3766099925748
917,0.05,40,0.75,4,-274.0835982120158
918,0.05,40,0.75,5,-282.23362759301233
919,0.05,40,0.75,6,-287.2673978297443
920,0.05,40,0.8,2,-269.5851957529476
921,0.05,40,0.8,3,-270.63530881998906
922,0.05,40,0.8,4,-275.4967700056015
923,0.05,40,0.8,5,-286.0375553128037
924,0.05,40,0.8,6,-292.76339787069054
925,0.05,40,0.8500000000000001,2,-269.24539427413947
926,0.05,40,0.8500000000000001,3,-271.1413120746886
927,0.05,40,0.8500000000000001,4,-277.46888784943496
928,0.05,40,0.8500000000000001,5,-291.3673082700112
929,0.05,40,0.8500000000000001,6,-300.6169115810105
930,0.05,40,0.9,2,-268.9567478544287
931,0.05,40,0.9,3,-272.013297137434
932,0.05,40,0.9,4,-280.27586756740953
933,0.05,40,0.9,5,-299.3162660665323
934,0.05,40,0.9,6,-312.74356683270327
935,0.05,40,0.9500000000000001,2,-268.72267910409374
936,0.05,40,0.9500000000000001,3,-273.6063542819339
937,0.05,40,0.9500000000000001,4,-284.68710978307115
938,0.05,40,0.9500000000000001,5,-313.2398748185463
939,0.05,40,0.9500000000000001,6,-335.2586205932279
940,0.05,40,1.0,2,-268.54738773022484
941,0.05,40,1.0,3,-330.6470015621974
942,0.05,40,1.0,4,-384.29479544504716
943,0.05,40,1.0,5,-885.8531671911672
944,0.05,40,1.0,6,-1324.1878019959643
945,0.05,45,0.0,2,-285.01511526848964
946,0.05,45,0.0,3,-285.01511526848964
947,0.05,45,0.0,4,-285.01511526848964
948,0.05,45,0.0,5,-285.01511526848964
949,0.05,45,0.0,6,-285.01511526848964
950,0.05,45,0.05,2,-284.3522189608233
951,0.05,45,0.05,3,-284.17706547385967
952,0.05,45,0.05,4,-284.11508303111833
953,0.05,45,0.05,5,-284.1679353495969
954,0.05,45,0.05,6,-284.1910391503301
955,0.05,45,0.1,2,-283.7196321073256
956,0.05,45,0.1,3,-283.40049353651716
957,0.05,45,0.1,4,-283.3100607011649
958,0.05,45,0.1,5,-283.4506791162688
959,0.05,45,0.1,6,-283.5159179558676
960,0.05,45,0.15000000000000002,2,-283.11749064450134
961,0.05,45,0.15000000000000002,3,-282.68670628758207
962,0.05,45,0.15000000000000002,4,-282.6034445406966
963,0.05,45,0.15000000000000002,5,-282.87026418159434
964,0.05,45,0.15000000000000002,6,-282.9988116620236
965,0.05,45,0.2,2,-282.5460165583412
966,0.05,45,0.2,3,-282.03737818383104
967,0.05,45,0.2,4,-281.9994739352919
968,0.05,45,0.2,5,-282.4353044593015
969,0.05,45,0.2,6,-282.65104376442537
970,0.05,45,0.25,2,-282.0055204821146
971,0.05,45,0.25,3,-281.45459805987934
972,0.05,45,0.25,4,-281.50336815110285
973,0.05,45,0.25,5,-282.1564670619975
974,0.05,45,0.25,6,-282.48671903578764
975,0.05,45,0.30000000000000004,2,-281.49640564775916
976,0.05,45,0.30000000000000004,3,-280.9409316648837
977,0.05,45,0.30000000000000004,4,-281.1215068578273
978,0.05,45,0.30000000000000004,5,-282.0469537310119
979,0.05,45,0.30000000000000004,6,-282.52342954348586
980,0.05,45,0.35000000000000003,2,-281.01917333771627
981,0.05,45,0.35000000000000003,3,-280.49950552034136
982,0.05,45,0.35000000000000003,4,-280.86167000843693
983,0.05,45,0.35000000000000003,5,-282.123158496926
984,0.05,45,0.35000000000000003,6,-282.7832312612572
985,0.05,45,0.4,2,-280.57443005301036
986,0.05,45,0.4,3,-280.13412056754703
987,0.05,45,0.4,4,-280.73336041130483
988,0.05,45,0.4,5,-282.40558142375784
989,0.05,45,0.4,6,-283.2940201747783
990,0.05,45,0.45,2,-280.16289670066124
991,0.05,45,0.45,3,-279.84940892550446
992,0.05,45,0.45,4,-280.74824486087164
993,0.05,45,0.45,5,-282.92012541573206
994,0.05,45,0.45,6,-284.0915158135226
995,0.05,45,0.5,2,-279.7854202182924
996,0.05,45,0.5,3,-279.6510554636868
997,0.05,45,0.5,4,-280.9207707887688
998,0.05,45,0.5,5,-283.699985087184
999,0.05,45,0.5,6,-285.2221996401057
1000,0.05,45,0.55,2,-279.4429882093846
1001,0.05,45,0.55,3,-279.54612109863353
1002,0.05,45,0.55,4,-281.26905258403383
1003,0.05,45,0.55,5,-284.7884860500761
1004,0.05,45,0.55,6,-286.7478133654224
1005,0.05,45,0.6000000000000001,2,-279.1367473792271
1006,0.05,45,0.6000000000000001,3,-279.5435338897686
1007,0.05,45,0.6000000000000001,4,-281.81619094522597
1008,0.05,45,0.6000000000000001,5,-286.2435198121794
1009,0.05,45,0.6000000000000001,6,-288.7525241257919
1010,0.05,45,0.65,2,-278.86802687057946
1011,0.05,45,0.65,3,-279.6548738025807
1012,0.05,45,0.65,4,-282.5923261904844
1013,0.05,45,0.65,5,-288.14480676310296
1014,0.05,45,0.65,6,-291.35490553132786
1015,0.05,45,0.7000000000000001,2,-278.63836804929576
1016,0.05,45,0.7000000000000001,3,-279.89570987761675
1017,0.05,45,0.7000000000000001,4,-283.63802288721934
1018,0.05,45,0.7000000000000001,5,-290.6065204076698
1019,0.05,45,0.7000000000000001,6,-294.72922326061894
1020,0.05,45,0.75,2,-278.44956296538425
1021,0.05,45,0.75,3,-280.28807507506906
1022,0.05,45,0.75,4,-285.010290669597
1023,0.05,45,0.75,5,-293.80098663647493
1024,0.05,45,0.75,6,-299.14630984082356
1025,0.05,45,0.8,2,-278.3037047516788
1026,0.05,45,0.8,3,-280.8655784193205
1027,0.05,45,0.8,4,-286.7944757931312
1028,0.05,45,0.8,5,-298.00802510592985
1029,0.05,45,0.8,6,-305.06063887237707
1030,0.05,45,0.8500000000000001,2,-278.2032548591667
1031,0.05,45,0.8500000000000001,3,-281.68571565418654
1032,0.05,45,0.8500000000000001,4,-289.131578588263
1033,0.05,45,0.8500000000000001,5,-303.7339580486711
1034,0.05,45,0.8500000000000001,6,-313.32509222123826
1035,0.05,45,0.9,2,-278.15113469409374
1036,0.05,45,0.9,3,-282.8673338882427
1037,0.05,45,0.9,4,-292.29775201487587
1038,0.05,45,0.9,5,-312.0724501645409
1039,0.05,45,0.9,6,-325.85560874463
1040,0.05,45,0.9500000000000001,2,-278.1508537187757
1041,0.05,45,0.9500000000000001,3,-284.7656830962611
1042,0.05,45,0.9500000000000001,4,-297.0626189516792
1043,0.05,45,0.9500000000000001,5,-326.37921403409445
1044,0.05,45,0.9500000000000001,6,-348.76773562757705
1045,0.05,45,1.0,2,-278.20669397138397
1046,0.05,45,1.0,3,-340.5704423696672
1047,0.05,45,1.0,4,-395.1713203570132
1048,0.05,45,1.0,5,-891.4002550050908
1049,0.05,45,1.0,6,-1324.1878019959643
1050,0.05,50,0.0,2,-291.68142012715947
1051,0.05,50,0.0,3,-291.68142012715947
1052,0.05,50,0.0,4,-291.68142012715947
1053,0.05,50,0.0,5,-291.68142012715947
1054,0.05,50,0.0,6,-291.68142012715947
1055,0.05,50,0.05,2,-291.25159449984307
1056,0.05,50,0.05,3,-291.1673848730166
1057,0.05,50,0.05,4,-291.1719132323406
